position,salary,company_name,city,experience,education,company_type,company_scale
Java软件工程师（广州分部）,0.8-1万/月,广州思泰信息技术有限公司,广州-番禺区,2年经验,本科,民营公司,50-150人
Java开发工程师（J）,1.2-1.3万/月,深圳开锐教育科技发展有限公司,深圳-龙岗区,2年经验,大专,民营公司,150-500人
Java开发工程师,1.5-2万/月,北京从平技术有限公司,深圳-光明新区,1年经验,本科,民营公司,少于50人
JAVA工程师,0.8-1万/月,湖南云河信息科技有限公司,长沙-芙蓉区,3-4年经验,大专,民营公司,50-150人
Java开发工程师,1-2万/月,上海儒趣数据科技有限公司,上海-徐汇区,5-7年经验,本科,民营公司,少于50人
Java开发工程师,6-8千/月,大连泽软信息技术有限公司,大连-高新园区,1年经验,本科,民营公司,少于50人
Java开发实习生,2-3千/月,卓望信息技术（北京）有限公司,上海-黄浦区,无工作经验,本科,外资（非欧美）,1000-5000人
Java开发工程师（自研）,1.5-3万/月,南京云帐房网络科技有限公司,南京-雨花台区,5-7年经验,本科,民营公司,150-500人
Java项目经理,1-1.8万/月,易联众信息技术股份有限公司,福州,3-4年经验,本科,民营公司,1000-5000人
中高级java开发工程师,1.5-2万/月,世纪怡嘉软件科技有限公司,上海,3-4年经验,本科,民营公司,50-150人
中高级JAVA开发,1.5-2万/月,南京九度网络科技有限公司,南京-秦淮区,5-7年经验,本科,民营公司,50-150人
Java高级开发工程师,1.8-2.5万/月,Capgemini Japan K. K.凯捷日本,上海-浦东新区,3-4年经验,本科,外资（非欧美）,10000人以上
Java工程师 (职位编号：01),4.5-6千/月,徐州迅达网络科技有限公司,徐州,无工作经验,本科,民营公司,少于50人
Java高级开发工程师（金融行业）,1.5-2.5万/月,上海金指软件技术有限公司,上海-浦东新区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,1-1.5万/月,杭州海康威视数字技术股份有限公司,成都-武侯区,2年经验,本科,上市公司,10000人以上
JAVA后端工程师,1-2万/月,万宝盛华企业管理咨询（上海）有限公司,武汉-武昌区,3-4年经验,大专,外资（欧美）,1000-5000人

Java开发工程师,6-8千/月,中策橡胶集团有限公司,杭州-江干区,无工作经验,招1人,合资,10000人以上
Java开发工程师,1-1.5万/月,中科讯飞互联（北京）信息科技有限公司,廊坊,2年经验,本科,民营公司,5000-10000人
java开发工程师（企业系统）,2.5-3万/月,完美世界（北京）总部/完美时空,北京,3-4年经验,本科,外资（欧美）,500-1000人
Java开发工程师,1-2万/月,中软国际科技服务有限公司,上海,5-7年经验,本科,合资,10000人以上
java开发工程师（devops方向）,1.5-3万/月,金蝶软件（中国）有限公司,深圳,3-4年经验,本科,外资（非欧美）,5000-10000人
Java开发工程师,1.2-1.6万/月,中国南玻集团股份有限公司,深圳,3-4年经验,本科,合资,10000人以上
Java开发实习生,1.5-2千/月,金蝶软件济南分公司,济南,无工作经验,本科,上市公司,50-150人
java工程师开发,0.8-1万/月,上海普华科技发展股份有限公司,深圳-南山区,2年经验,大专,民营公司,150-500人
Java开发工程师,1-1.5万/月,南京超视云软件科技有限公司,南京-鼓楼区,3-4年经验,本科,民营公司,少于50人
sz-java服务器开发 (职位编号：00382),1-1.5万/月,CMGE中手游,深圳-福田区,无工作经验,招1人,上市公司,500-1000人
初级Java开发工程师/五险,5-8千/月,湖北华体康健康科技有限公司,武汉-洪山区,无工作经验,大专,民营公司,150-500人
Java开发工程师,0.9-1.3万/月,南京银平信息科技有限公司,南京-鼓楼区,3-4年经验,本科,民营公司,50-150人
java开发工程师,6-8千/月,深圳市艾特系统技术有限公司,深圳-福田区,2年经验,招1人,民营公司,少于50人
Java开发助理带薪双休,4.5-6千/月,深圳市皇格美科技有限公司,深圳-龙华新区,无工作经验,大专,民营公司,500-1000人
Java开发工程师,0.9-1.5万/月,山东航旅通控股有限公司,济南-槐荫区,3-4年经验,大专,民营公司,50-150人
Java开发实习生,6-8千/月,深圳思倍思文化有限公司,深圳-福田区,无工作经验,大专,民营公司,50-150人
java开发工程师（双休+奖金）,4.5-8千/月,明哲,成都-青羊区,无工作经验,大专,民营公司,少于50人
java高级程序员,10-15万/年,广州恒瑞仁茂信息科技有限公司,广州,1年经验,招2人,民营公司,少于50人
JAVA后端开发工程师（周末双休｜懂你） (职位编号：DT006),1.2-1.5万/月,广州环印信息科技有限公司,广州-越秀区,3-4年经验,大专,民营公司,少于50人
Java/大数据/python 讲师,0.5-1万/月,云南新华计算机中等专业学校,昆明,无工作经验,大专,民营公司,150-500人
Java开发实习生,2-3千/月,湖南雷恒智能科技有限公司,长沙-岳麓区,无工作经验,招2人,民营公司,50-150人
Java开发工程师,5-9千/月,湖北爱酷士网络科技有限公司,襄阳,1年经验,招1人,民营公司,150-500人
java开发程序员助理/实习,4.5-6千/月,河南辉之创网络科技有限公司,郑州-经开区,无工作经验,大专,民营公司,150-500人
Java开发工程师,1.5-2.5万/月,湖南金烽信息科技有限公司,合肥-庐阳区,无工作经验,招若干人,民营公司,150-500人
Java开发主管,0.6-1万/月,丹东乾诚网络科技有限公司,丹东,8-9年经验,招1人,民营公司,50-150人
JAVA工程师-恩巨网络,1-1.6万/月,苏州科技城人力资源产业发展有限公司,苏州-高新区,无工作经验,招若干人,国企,10000人以上
初/中级Java开发工程师,0.6-1.4万/月,成都甲乙方程科技有限公司,成都-武侯区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,0.5-2万/月,广州市敏创信息科技有限公司,广州-天河区,1年经验,本科,民营公司,50-150人
Java  工程师,0.8-1.2万/月,上海金的信息科技有限公司,上海-普陀区,3-4年经验,本科,民营公司,少于50人
急聘+周末双休+java主管,0.6-1.5万/月,广东因行思智能科技有限公司,广州-番禺区,3-4年经验,本科,民营公司,50-150人
Java开发工程师-初级,5-8千/月,吉林省中农阳光数据有限公司,长春,1年经验,本科,民营公司,50-150人
Java开发工程师,0.6-1.5万/月,上海费浦智能科技有限公司,上海,无工作经验,招若干人,民营公司,50-150人
JAVA软件开发工程师 (职位编号：TBRDJ201910),0.4-1.5万/月,南京唐博科技有限责任公司,南京-秦淮区,2年经验,大专,民营公司,少于50人
Java开发工程师 (职位编号：2019002),1-1.5万/月,上海红阵信息科技有限公司,上海-闵行区,3-4年经验,本科,民营公司,少于50人
Java开发主管,1-1.5万/月,苏州跬步信息技术有限公司,苏州-工业园区,3-4年经验,大专,民营公司,少于50人
Java开发工程师（双休）,0.8-1.2万/月,湖南欧迈特网络科技有限公司,长沙-芙蓉区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师,2-3万/月,上海汇元通商务服务有限公司,上海-虹口区,8-9年经验,招2人,合资,50-150人
集团总部-Java高级开发工程师（周末双休）,0.6-1.3万/月,广州市华厦新房网络科技有限公司,佛山-南海区,3-4年经验,大专,民营公司,150-500人

java软件工程师,1.5-2.5万/月,成都威思拓科技有限公司,成都,5-7年经验,招1人,民营公司,50-150人
高级Java开发工程师,1-1.5万/月,广州合利宝支付科技有限公司,广州-天河区,2年经验,本科,上市公司,150-500人
Java开发实习生,3-4.5千/月,苏州东安岩芯能源科技股份有限公司,昆山,无工作经验,本科,民营公司,50-150人
Java程序员助理/实习生,4-6千/月,大连海控科技有限公司,大连-沙河口区,无工作经验,大专,上市公司,500-1000人
JAVA工程师,1.3-1.8万/月,鼎宁（上海）自动化科技有限公司,上海-嘉定区,无工作经验,招若干人,民营公司,少于50人
java开发工程师(J10680),0.8-1.3万/月,亚联集团,郑州-郑东新区,3-4年经验,本科,民营公司,500-1000人
Java开发工程师,1-2万/月,北京赛博兴安科技有限公司,北京-昌平区,5-7年经验,本科,民营公司,150-500人
Java开发工程师,2.5-3万/月,易开业（上海）科技发展有限公司,上海-徐汇区,5-7年经验,大专,民营公司,150-500人
Java开发工程师,1.5-2.5万/月,深圳市卡联科技股份有限公司,深圳,5-7年经验,大专,民营公司,50-150人
Java开发工程师(J10504),1.5-2万/月,上海华测导航技术股份有限公司,南京-江宁区,3-4年经验,本科,上市公司,1000-5000人
诚聘JAVA工程师,4.5-6千/月,北京怡萌网络科技有限公司,大连-高新园区,无工作经验,大专,民营公司,500-1000人
JAVA工程师(深圳职位),1.5-2万/月,深圳市紫川软件有限公司,深圳-罗湖区,5-7年经验,招10人,民营公司,500-1000人
Java开发工程师,6-8千/月,青岛乾行信息技术有限公司,青岛-崂山区,1年经验,招2人,民营公司,少于50人
Java开发工程师,0.6-1万/月,武汉英思博锐科技有限公司,沈阳-铁西区,2年经验,大专,民营公司,50-150人
Java开发,0.8-1万/月,电讯盈科 武汉,武汉,无工作经验,招若干人,外资（非欧美）,1000-5000人
Java开发工程师,0.8-1.2万/月,居安之家,西安-高新技术产业开发区,3-4年经验,本科,民营公司,150-500人
Java服务器开发（游戏开发）,1-2万/月,苏州工业园区丰游网络科技有限公司,苏州,3-4年经验,大专,民营公司,50-150人
Java开发工程师,0.8-1.5万/月,北京南北天地科技股份有限公司,北京,2年经验,本科,民营公司,150-500人
Java开发工程师,0.8-1.2万/月,江苏新视云科技股份有限公司,南京-雨花台区,2年经验,本科,民营公司,150-500人
java开发,1-1.5万/月,深圳市艾鑫承科技有限公司,深圳-福田区,2年经验,大专,民营公司,50-150人
Java开发工程师,1-1.5万/月,深圳市鼎盛威电子有限公司,深圳-南山区,5-7年经验,大专,民营公司,50-150人
Java中级开发工程师,0.6-1万/月,广州力天展览设计工程有限公司,广州-海珠区,2年经验,大专,民营公司,150-500人
JAVA开发助理+技术储备,5-8千/月,湖北省零度银色冰雪实业有限公司,武汉-武昌区,无工作经验,招4人,民营公司,150-500人
Java应届毕业生,4-5千/月,江苏睿希信息科技有限公司,南京,无工作经验,本科,民营公司,少于50人
项目经理(Java),0.7-1.2万/月,湖北宜居信息科技有限公司,武汉,5-7年经验,本科,国企,少于50人
高级Java开发工程师,1.5-2万/月,河南澳乐康科技有限公司,郑州-郑东新区,5-7年经验,本科,民营公司,50-150人
JAVA架构师,1-1.5万/月,北京华软恒信科技发展有限公司,沈阳-浑南区,5-7年经验,本科,民营公司,少于50人
Java开发实习生,3-4.5千/月,杭州中软安人网络通信股份有限公司,杭州,无工作经验,本科,国企,150-500人
Java开发工程师 (职位编号：001),1.5-2万/月,杭州皮森智能科技有限公司,杭州-西湖区,1年经验,大专,民营公司,少于50人
Java工程师,1.5-3万/月,云海科创（北京）科技有限公司,北京-朝阳区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1.5万/月,广东紫晶信息存储技术股份有限公司,武汉-东湖新技术产业开发区,3-4年经验,本科,民营公司,150-500人
Java高级开发工程师,1.8-2.5万/月,上海安诺其集团股份有限公司,上海-徐汇区,3-4年经验,本科,上市公司,500-1000人
Java高级开发工程师,1.5-2万/月,广州水心信息科技有限公司,广州,3-4年经验,大专,民营公司,50-150人
JAVA工程师,1.5-2.1万/月,上海天坊信息科技有限公司,上海,5-7年经验,本科,民营公司,150-500人
Java高级开发工程师,1-1.5万/月,广州世安信息技术股份有限公司,广州-天河区,3-4年经验,本科,民营公司,50-150人
高级java开发工程师,1-1.5万/月,广州欣纬智慧安全科技有限公司,广州-海珠区,2年经验,本科,民营公司,50-150人
Java开发工程师（爬虫方向）,1-1.5万/月,广州数说故事信息科技有限公司,广州-天河区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,4.5-6千/月,南京甲壳虫软件有限公司,南京-栖霞区,无工作经验,大专,民营公司,50-150人
JAVA开发工程师（静安）,1.2-2万/月,上海博鼠信息科技有限公司,上海-静安区,3-4年经验,大专,民营公司,50-150人
Java高级开发工程师,1.5-2万/月,杭州匡汇科技有限公司,杭州-拱墅区,3-4年经验,本科,民营公司,50-150人
高级Java开发工程师,1.5-2万/月,上海治熵信息科技有限公司,上海-静安区,5-7年经验,大专,民营公司,少于50人
JAVA开发工程师,1-1.5万/月,茂耕科技（深圳）有限公司,深圳-龙岗区,2年经验,大专,外资（非欧美）,50-150人
Java高级开发工程师,1-1.4万/月,北京关键科技股份有限公司,西安,5-7年经验,本科,上市公司,50-150人
Java开发工程师,1-1.5万/月,江苏星通北斗航天科技有限公司,南京-浦口区,3-4年经验,本科,民营公司,150-500人
Java高级工程师-本部,1.5-2万/月,江苏润和软件股份有限公司,南京-雨花台区,5-7年经验,本科,民营公司,5000-10000人
Java 开发工程师,1.2-1.7万/月,上海网达软件股份有限公司,上海-浦东新区,3-4年经验,本科,上市公司,1000-5000人
Java开发工程师,0.8-1.2万/月,广州华微明天软件技术有限公司,广州,2年经验,本科,民营公司,150-500人
高级Java开发工程师,1.5-2万/月,深圳十方鲸落科技有限公司,深圳-南山区,5-7年经验,本科,民营公司,少于50人
Java开发工程师,0.5-1万/月,福建英迈软件有限公司,福州-鼓楼区,无工作经验,本科,民营公司,少于50人
Java开发工程师,0.8-1.3万/月,金蝶软件（中国）有限公司武汉分公司,武汉,2年经验,本科,上市公司,50-150人
